"Collection Name","Title#1","Name#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Date Captured#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#2","Form URI#2","Form#3","Form URI#3","Abstract#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier ARK#1","Identifier#2","Physical Location#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Earl Morris papers","Gob 32","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: Gob 32","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","Gobernador (historical) (Rio Arriba, New Mexico, United States, North America) (locale)","GNIS: 938815","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/h4445573n29s","EHM07.01_004_015.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5363","4860","EHM07.01_004_015.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5363~270709"
"CU Museum of Natural History: Earl Morris papers","Gobernador Ceramics","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: Neg. No. x2344, Gobernador Ceramics","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Pottery","http://id.worldcat.org/fast/1073579","Specimens","http://id.worldcat.org/fast/1423861","","","","","","","","","Gobernador (historical) (Rio Arriba, New Mexico, United States, North America) (locale)","GNIS: 938815","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/9w354711f3qq","EHM07.01_004_036.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5383","4860","EHM07.01_004_036.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5383~270689"
"CU Museum of Natural History: Earl Morris papers","Good view, House","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","Title derived from image caption. Caption: Good view, House","Caption: Good view, House","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","Mesa Verde National Park (Montezuma, Colorado, United States, North America) (park)","GNIS: 179042","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/5k0w7790z4s9","EHM07.02_010_027.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5843","4860","EHM07.02_010_027.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5843~271012"
"CU Museum of Natural History: Earl Morris papers","Gourd-Shaped Bottles, Salt Canyon-Mancos Divide","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","Title derived from image caption. Caption: Gourd-Shaped Bottles, Salt Canon-Mancos Divide","Caption: Gourd-Shaped Bottles, Salt Canon-Mancos Divide","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Bottles","http://id.worldcat.org/fast/837035","Pottery","http://id.worldcat.org/fast/1073579","","","","","","","","","Mancos (Montezuma, Colorado, United States, North America) (populated place)","GNIS: 179088","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/w7754c97s6wq","EHM07.02_013_006.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5867","4860","EHM07.02_013_006.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5867~270988"
"CU Museum of Natural History: Earl Morris papers","Graphic Section of the Caracol or Round Tower with Hypothetic Profile","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","Image title from caption.","","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Charts, diagrams, etc.","http://id.worldcat.org/fast/1423732","","","","","","","","","","","Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)","https://www.geonames.org/11071657","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/jd6q9s31s493","EHM07.02_009_090.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5743","4860","EHM07.02_009_090.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5743~271112"
"CU Museum of Natural History: Earl Morris papers","Great Kiva","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","before 1934","2020","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","","","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/j04s8670528r","EHM07.02_003_006.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5548","4860","EHM07.02_003_006.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5548~271307"
"CU Museum of Natural History: Earl Morris papers","Great Kiva of Pueblo Bonito from Cliff","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","Title derived from caption. Caption: Great Kiva of Pueblo Bonito from Cliff","Caption: Great Kiva of Pueblo Bonito from Cliff","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","Chaco Canyon (San Juan, New Mexico, United States, North America) (valley)","GNIS: 887400","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/db0m5h697146","EHM07.02_016_008.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5907","4860","EHM07.02_016_008.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5907~270948"
"CU Museum of Natural History: Earl Morris papers","Ground-level view of excavated trench","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1935-07","2020","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","2 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","","","","","","","","","","","","","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/mm6w1t70b27n","EHM07.02_006_009.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5609","4860","EHM07.02_006_009.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5609~271246"
"CU Museum of Natural History: Earl Morris papers","Ground-level view of structures","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: 5-1982-AZ-26, Aztec Ruin, Great Kiva Reconstruction","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","Aztec (San Juan, New Mexico, United States, North America) (civil)","GNIS: 898624","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/hf9n8w14b37b","EHM07.04_003_005.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6050","4860","EHM07.04_003_005.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~6050~271507"
"CU Museum of Natural History: Earl Morris papers","Ground-level view of structures","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: 5-1982-AZ-22, Aztec Ruin, Nitrate","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","Dwellings","http://id.worldcat.org/fast/899978","","","","","","","","","Aztec (San Juan, New Mexico, United States, North America) (civil)","GNIS: 898624","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/5w1v5580n0gk","EHM07.04_003_001.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6046","4860","EHM07.04_003_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~6046~271511"
"CU Museum of Natural History: Earl Morris papers","Group amid landscape, camp in far distance","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1935-07","2020","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","2 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Landscapes","http://id.worldcat.org/fast/1735625","Camp sites, facilities, etc.","http://id.worldcat.org/fast/844798","","","","","","","","","","","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/nj2x0718t0gf","EHM07.02_006_002.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5602","4860","EHM07.02_006_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5602~271253"
"CU Museum of Natural History: Earl Morris papers","Group of people in middle ground of gently sloping hill","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1935-07","2020","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","2 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Landscapes","http://id.worldcat.org/fast/1735625","","","","","","","","","","","","","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/ng2z943118zn","EHM07.02_006_005.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5605","4860","EHM07.02_006_005.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5605~271250"
"CU Museum of Natural History: Earl Morris papers","Group portrait near campfire","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1928","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","13 people are present in this image. There are a mix of white and Navajo individuals as well as men and women.","From enclosure: 4-1982-DM28-20, Canyon del Muerto 1928, Print in Room 203","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Navajo Indians","http://id.worldcat.org/fast/1034799","Campfires","http://id.worldcat.org/fast/844916","","","","","","","","","Canyon Del Muerto (Apache, Arizona, United States, North America) (valley)","GNIS: 2434","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/jc0b2d82h15j","EHM07.04_006_030.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6076","4860","EHM07.04_006_030.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~6076~271481"
"CU Museum of Natural History: Earl Morris papers","Group portrait on canyon floor belwo Tseyaakini/Mummy Cave","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1932-09","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","A. V. Kidder is 4th from the left. Earl Morris is 5th from the left.","From enclosure: Del Muerto 1924-32, Sept. 1932, 4-1982-DM32-18","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Portraits","http://id.worldcat.org/fast/1072324","Extinct cities","http://id.worldcat.org/fast/918959","","","","","","","","","Canyon Del Muerto (Apache, Arizona, United States, North America) (valley)","GNIS: 2434","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/c2334n09d0tv","EHM07.04_006_125.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6110","4860","EHM07.04_006_125.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~6110~271447"
"CU Museum of Natural History: Earl Morris papers","Habitation walls","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","before 1939","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: Neg. no. x1365, Morris, Carn. Inst., Wash., Publ. 519, 1939, Orig. no. 37, AMNH[CR]From 1982 inventory: Habitation - slab? walls. Orig # 37","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Extinct cities","http://id.worldcat.org/fast/918959","","","","","","","","","","","","","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/g27k3v19q0s8","EHM07.01_006_036.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5467","4860","EHM07.01_006_036.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5467~270605"
"CU Museum of Natural History: Earl Morris papers","Habitation with hearth","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Undated","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: Neg. no. x1337, Morris, Carn. Inst., Wash., Publ. 519, 1939, Orig. no. 52, AMNH[CR]From 1982 inventory: Habitation w/ hearth orig # 52","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Dwellings","http://id.worldcat.org/fast/899978","Extinct cities","http://id.worldcat.org/fast/918959","","","","","","","","","La Plata County (Colorado, United States, North America) (civil)","GNIS: 198148","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/zh4z3363k3zv","EHM07.01_006_025.jpg","CU Museum of Natural History","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5456","4860","EHM07.01_006_025.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5456~270616"
"CU Museum of Natural History: Earl Morris papers","Hafted Stone Point and Deer Jaw Bangle","Morris, Earl Halstead, 1889-1956","http://id.loc.gov/authorities/names/n80004158","Still image","http://id.loc.gov/vocabulary/resourceTypes","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","Circa 1950/1954","2020","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 Photograph","","image/jpeg","reformatted digital","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","lantern slides","http://vocab.getty.edu/page/aat/300134977","","From enclosure: DF-98-1a, b; Durango, Fig. 98-1a and 98-1b, (m-3), 98-1a Hafted Stone Point, 98-1b Deer Jaw Bangle, 98-1a Mesa Verde 3691/321, 98-1b Mesa Verde 3694/321","Excavations (Archaeology)","http://id.worldcat.org/fast/917564","Dendrochronology","http://id.worldcat.org/fast/890285","Mayas--Antiquities","http://id.worldcat.org/fast/1012778","Southwest, New--Antiquities","http://id.loc.gov/authorities/subjects/sh85125670","Specimens","http://id.worldcat.org/fast/1423861","Relics","http://id.worldcat.org/fast/1093664","","","","","","","","","Mesa Verde National Park (Montezuma, Colorado, United States, North America) (park)","GNIS: 179042","Twentieth century","http://id.loc.gov/authorities/subjects/sh85139020","https://ark.colorado.edu/ark:/47540/xx554f6474d9","EHM07.01_003_002.jpg","CU Museum of Natural History","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.","http://rightsstatements.org/vocab/UND/1.0/","5350","4860","EHM07.01_003_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~20~20~5350~270722"
